Identificador;Columna 1;Columna 2;Columna 3;Columna 4
Dato 6455;0;0;0;0
Dato 6456;0;0;0;0
Dato 6457;0;0;0;0
Dato 6458;0;0;0;0
Dato 6459;0;0;0;0
Dato 6460;0;0;0;0
Dato 6461;0;0;0;0
Dato 6462;0;0;0;0
Dato 6463;0;0;0;0
Dato 6464;0;0;0;0
Dato 6465;0;0;0;0
Dato 6466;0;0;0;0
Dato 6467;0;0;0;0
Dato 6468;0;0;0;0
Dato 6469;0;0;0;0
Dato 6470;0;0;0;0
Dato 6471;0;0;0;0
Dato 6472;0;0;0;0
Dato 6473;0;0;0;0
Dato 6474;0;0;0;0
Dato 6475;0;0;0;0
Dato 6476;0;0;0;0
Dato 6477;0;0;0;0
Dato 6478;0;0;0;0
Dato 6479;0;0;0;0
Dato 6480;0;0;0;0
Dato 6481;0;0;0;0
Dato 6482;0;0;0;0
Dato 6483;0;0;0;0
Dato 6484;0;0;0;0
Dato 6485;0;0;0;0
Dato 6486;0;0;0;0
Dato 6487;0;0;0;0
Dato 6488;0;0;0;0
Dato 6489;0;0;0;0
Dato 6490;0;0;0;0
Dato 6491;0;0;0;0
Dato 6492;0;0;0;0
Dato 6493;0;0;0;0
Dato 6494;0;0;0;0
Dato 6495;0;0;0;0
Dato 6496;0;0;0;0
Dato 6497;0;0;0;0
Dato 6498;0;0;0;0
Dato 6499;0;0;0;0
Dato 6500;0;0;0;0
Dato 6501;0;0;0;0
Dato 6502;0;0;0;0
Dato 6503;0;0;0;0
Dato 6504;0;0;0;0
Dato 6505;0;0;0;0
Dato 6506;0;0;0;0
Dato 6507;0;0;0;0
Dato 6508;0;0;0;0
Dato 6509;0;0;0;0
Dato 6510;0;0;0;0
Dato 6511;0;0;0;0
Dato 6512;0;0;0;0
Dato 6513;0;0;0;0
Dato 6514;0;0;0;0
Dato 6515;0;0;0;0
Dato 6516;0;0;0;0
Dato 6517;0;0;0;0
Dato 6518;0;0;0;0
Dato 6519;0;0;0;0
Dato 6520;0;0;0;0
Dato 6521;0;0;0;0
Dato 6522;0;0;0;0
Dato 6523;0;0;0;0
Dato 6524;0;0;0;0
Dato 6525;0;0;0;0
Dato 6526;0;0;0;0
Dato 6527;0;0;0;0
Dato 6528;0;0;0;0
Dato 6529;0;0;0;0
Dato 6530;0;0;0;0
Dato 6531;0;0;0;0
Dato 6532;0;0;0;0
Dato 6533;0;0;0;0
Dato 6534;0;0;0;0
Dato 6535;0;0;0;0
Dato 6536;0;0;0;0
Dato 6537;0;0;0;0
Dato 6538;0;0;0;0
Dato 6539;0;0;0;0
Dato 6540;0;0;0;0
Dato 6541;0;0;0;0
Dato 6542;0;0;0;0
Dato 6543;0;0;0;0
Dato 6544;0;0;0;0
Dato 6545;0;0;0;0
Dato 6546;0;0;0;0
Dato 6547;0;0;0;0
Dato 6548;0;0;0;0
Dato 6549;0;0;0;0
Dato 6550;0;0;0;0
Dato 6551;0;0;0;0
Dato 6552;0;0;0;0
Dato 6553;0;0;0;0
Dato 6554;0;0;0;0
Dato 6555;0;0;0;0
Dato 6556;0;0;0;0
Dato 6557;0;0;0;0
Dato 6558;0;0;0;0
Dato 6559;0;0;0;0
Dato 6560;0;0;0;0
Dato 6561;0;0;0;0
Dato 6562;0;0;0;0
Dato 6563;0;0;0;0
Dato 6564;0;0;0;0
Dato 6565;0;0;0;0
Dato 6566;0;0;0;0
Dato 6567;0;0;0;0
Dato 6568;0;0;0;0
Dato 6569;0;0;0;0
Dato 6570;0;0;0;0
Dato 6571;0;0;0;0
Dato 6572;0;0;0;0
Dato 6573;0;0;0;0
Dato 6574;0;0;0;0
Dato 6575;0;0;0;0
Dato 6576;0;0;0;0
Dato 6577;0;0;0;0
Dato 6578;0;0;0;0
Dato 6579;0;0;0;0
Dato 6580;0;0;0;0
Dato 6581;0;0;0;0
Dato 6582;0;0;0;0
Dato 6583;243;45;241;1
Dato 6584;236;44;234;1
Dato 6585;208;40;203;1
Dato 6586;171;33;166;1
Dato 6587;200;37;198;1
Dato 6588;194;36;192;1
Dato 6589;0;0;0;0
Dato 6590;0;0;0;0
Dato 6591;0;0;0;0
Dato 6592;0;0;0;0
Dato 6593;0;0;0;0
Dato 6594;0;0;0;0
Dato 6595;0;0;0;0
Dato 6596;0;0;0;0
Dato 6597;0;0;0;0
Dato 6598;0;0;0;0
Dato 6599;0;0;0;0
Dato 6600;0;0;0;0
Dato 6601;0;0;0;0
Dato 6602;0;0;0;0
Dato 6603;193;40;184;1
Dato 6604;209;44;198;1
Dato 6605;218;45;208;1
Dato 6606;197;38;193;1
Dato 6607;0;0;0;0
Dato 6608;0;0;0;0
Dato 6609;0;0;0;0
Dato 6610;0;0;0;0
Dato 6611;206;45;192;1
Dato 6612;235;68;192;1
Dato 6613;222;100;125;2
Dato 6614;218;110;105;2
Dato 6615;216;113;101;2
Dato 6616;211;118;97;2
Dato 6617;211;118;96;2
Dato 6618;213;116;97;2
Dato 6619;215;114;99;2
Dato 6620;219;110;105;2
Dato 6621;224;99;129;2
Dato 6622;226;94;139;2
Dato 6623;222;101;122;2
Dato 6624;221;104;117;2
Dato 6625;221;104;116;2
Dato 6626;221;103;118;2
Dato 6627;224;98;130;2
Dato 6628;227;91;147;2
Dato 6629;232;81;168;2
Dato 6630;236;72;189;1
Dato 6631;241;61;213;1
Dato 6632;243;56;223;1
Dato 6633;236;73;186;1
Dato 6634;222;103;119;2
Dato 6635;216;111;98;2
Dato 6636;215;111;97;2
Dato 6637;211;110;91;2
Dato 6638;202;106;78;2
Dato 6639;203;102;84;2
Dato 6640;208;92;108;2
Dato 6641;215;67;162;1
Dato 6642;0;0;0;0
Dato 6643;0;0;0;0
Dato 6644;0;0;0;0
Dato 6645;0;0;0;0
Dato 6646;0;0;0;0
Dato 6647;0;0;0;0
Dato 6648;0;0;0;0
Dato 6649;0;0;0;0
Dato 6650;0;0;0;0
Dato 6651;0;0;0;0
Dato 6652;0;0;0;0
Dato 6653;0;0;0;0
Dato 6654;0;0;0;0
Dato 6655;0;0;0;0
Dato 6656;0;0;0;0
Dato 6657;0;0;0;0
Dato 6658;0;0;0;0
Dato 6659;0;0;0;0
Dato 6660;0;0;0;0
Dato 6661;0;0;0;0
Dato 6662;0;0;0;0
Dato 6663;0;0;0;0
Dato 6664;0;0;0;0
Dato 6665;0;0;0;0
Dato 6666;0;0;0;0
Dato 6667;0;0;0;0
Dato 6668;0;0;0;0
Dato 6669;0;0;0;0
Dato 6670;0;0;0;0
Dato 6671;0;0;0;0
Dato 6672;0;0;0;0
Dato 6673;0;0;0;0
Dato 6674;0;0;0;0
Dato 6675;0;0;0;0
Dato 6676;0;0;0;0
Dato 6677;0;0;0;0
Dato 6678;0;0;0;0
Dato 6679;0;0;0;0
Dato 6680;0;0;0;0
Dato 6681;0;0;0;0
Dato 6682;0;0;0;0
Dato 6683;0;0;0;0
Dato 6684;0;0;0;0
Dato 6685;0;0;0;0
Dato 6686;0;0;0;0
Dato 6687;0;0;0;0
Dato 6688;0;0;0;0
Dato 6689;0;0;0;0
Dato 6690;0;0;0;0
Dato 6691;0;0;0;0
Dato 6692;0;0;0;0
Dato 6693;0;0;0;0
Dato 6694;0;0;0;0
Dato 6695;0;0;0;0
Dato 6696;0;0;0;0
Dato 6697;0;0;0;0
Dato 6698;0;0;0;0
Dato 6699;0;0;0;0
Dato 6700;0;0;0;0
Dato 6701;0;0;0;0
Dato 6702;0;0;0;0
Dato 6703;0;0;0;0
Dato 6704;0;0;0;0
Dato 6705;0;0;0;0
Dato 6706;0;0;0;0
Dato 6707;0;0;0;0
Dato 6708;0;0;0;0
Dato 6709;0;0;0;0
Dato 6710;0;0;0;0
Dato 6711;0;0;0;0
Dato 6712;0;0;0;0
Dato 6713;0;0;0;0
Dato 6714;0;0;0;0
Dato 6715;0;0;0;0
Dato 6716;0;0;0;0
Dato 6717;0;0;0;0
Dato 6718;0;0;0;0
Dato 6719;0;0;0;0
Dato 6720;0;0;0;0
Dato 6721;0;0;0;0
Dato 6722;0;0;0;0
Dato 6723;0;0;0;0
Dato 6724;0;0;0;0
Dato 6725;0;0;0;0
Dato 6726;0;0;0;0
Dato 6727;0;0;0;0
Dato 6728;0;0;0;0
Dato 6729;0;0;0;0
Dato 6730;0;0;0;0
Dato 6731;0;0;0;0
Dato 6732;0;0;0;0
Dato 6733;0;0;0;0
Dato 6734;0;0;0;0
Dato 6735;0;0;0;0
Dato 6736;0;0;0;0
Dato 6737;0;0;0;0
Dato 6738;0;0;0;0
Dato 6739;0;0;0;0
Dato 6740;0;0;0;0
Dato 6741;0;0;0;0
Dato 6742;0;0;0;0
Dato 6743;0;0;0;0
Dato 6744;0;0;0;0
Dato 6745;0;0;0;0
Dato 6746;0;0;0;0
Dato 6747;0;0;0;0
Dato 6748;0;0;0;0
Dato 6749;0;0;0;0
Dato 6750;0;0;0;0
Dato 6751;0;0;0;0
Dato 6752;0;0;0;0
Dato 6753;0;0;0;0
Dato 6754;0;0;0;0
Dato 6755;0;0;0;0
Dato 6756;0;0;0;0
Dato 6757;0;0;0;0
Dato 6758;0;0;0;0
Dato 6759;0;0;0;0
Dato 6760;0;0;0;0
Dato 6761;0;0;0;0
Dato 6762;0;0;0;0
Dato 6763;0;0;0;0
Dato 6764;0;0;0;0
Dato 6765;0;0;0;0
Dato 6766;0;0;0;0
Dato 6767;0;0;0;0
Dato 6768;0;0;0;0
Dato 6769;0;0;0;0
Dato 6770;0;0;0;0
Dato 6771;0;0;0;0
Dato 6772;0;0;0;0
Dato 6773;0;0;0;0
Dato 6774;0;0;0;0
Dato 6775;0;0;0;0
Dato 6776;0;0;0;0
Dato 6777;0;0;0;0
Dato 6778;0;0;0;0
Dato 6779;0;0;0;0
Dato 6780;0;0;0;0
Dato 6781;0;0;0;0
Dato 6782;0;0;0;0
Dato 6783;0;0;0;0
Dato 6784;0;0;0;0
Dato 6785;0;0;0;0
Dato 6786;0;0;0;0
Dato 6787;0;0;0;0
Dato 6788;0;0;0;0
Dato 6789;0;0;0;0
Dato 6790;0;0;0;0
Dato 6791;0;0;0;0
Dato 6792;0;0;0;0
Dato 6793;0;0;0;0
Dato 6794;0;0;0;0
Dato 6795;207;69;144;1
Dato 6796;217;61;173;1
Dato 6797;228;53;203;1
Dato 6798;237;48;226;1
Dato 6799;242;46;236;1
Dato 6800;246;45;244;1
Dato 6801;248;45;248;1
Dato 6802;243;46;239;1
Dato 6803;231;47;221;1
Dato 6804;231;47;220;1
Dato 6805;230;44;224;1
Dato 6806;221;41;219;1
Dato 6807;197;36;196;1
Dato 6808;0;0;0;0
Dato 6809;0;0;0;0
Dato 6810;0;0;0;0
Dato 6811;0;0;0;0
Dato 6812;0;0;0;0
Dato 6813;0;0;0;0
Dato 6814;0;0;0;0
Dato 6815;0;0;0;0
Dato 6816;0;0;0;0
Dato 6817;0;0;0;0
Dato 6818;194;40;186;1
Dato 6819;214;48;198;1
Dato 6820;223;50;208;1
Dato 6821;225;49;211;1
Dato 6822;222;49;206;1
Dato 6823;224;47;213;1
Dato 6824;194;36;191;1
Dato 6825;0;0;0;0
Dato 6826;0;0;0;0
Dato 6827;0;0;0;0
Dato 6828;213;49;195;1
Dato 6829;229;86;156;2
Dato 6830;219;107;111;2
Dato 6831;217;112;101;2
Dato 6832;214;116;98;2
Dato 6833;207;124;92;2
Dato 6834;206;125;91;2
Dato 6835;211;120;95;2
Dato 6836;217;113;100;2
Dato 6837;218;110;103;2
Dato 6838;222;102;120;2
Dato 6839;227;92;144;2
Dato 6840;223;99;128;2
Dato 6841;221;105;116;2
Dato 6842;220;106;114;2
Dato 6843;221;105;114;2
Dato 6844;223;101;124;2
Dato 6845;226;92;143;2
Dato 6846;234;76;179;1
Dato 6847;240;62;209;1
Dato 6848;245;52;232;1
Dato 6849;241;61;212;1
Dato 6850;224;96;134;2
Dato 6851;218;111;102;2
Dato 6852;218;111;101;2
Dato 6853;218;111;102;2
Dato 6854;217;112;101;2
Dato 6855;217;111;100;2
Dato 6856;214;110;94;2
Dato 6857;203;107;77;2
Dato 6858;203;100;88;2
Dato 6859;216;78;143;1
Dato 6860;225;47;213;1
Dato 6861;165;33;158;1
Dato 6862;0;0;0;0
Dato 6863;0;0;0;0
Dato 6864;0;0;0;0
Dato 6865;0;0;0;0
Dato 6866;0;0;0;0
Dato 6867;0;0;0;0
Dato 6868;0;0;0;0
Dato 6869;0;0;0;0
Dato 6870;0;0;0;0
Dato 6871;0;0;0;0
Dato 6872;0;0;0;0
Dato 6873;0;0;0;0
Dato 6874;0;0;0;0
Dato 6875;0;0;0;0
Dato 6876;0;0;0;0
Dato 6877;0;0;0;0
Dato 6878;0;0;0;0
Dato 6879;0;0;0;0
Dato 6880;0;0;0;0
Dato 6881;0;0;0;0
Dato 6882;0;0;0;0
Dato 6883;0;0;0;0
Dato 6884;0;0;0;0
Dato 6885;0;0;0;0
Dato 6886;0;0;0;0
Dato 6887;0;0;0;0
Dato 6888;0;0;0;0
Dato 6889;0;0;0;0
Dato 6890;0;0;0;0
Dato 6891;0;0;0;0
Dato 6892;0;0;0;0
Dato 6893;0;0;0;0
Dato 6894;0;0;0;0
Dato 6895;0;0;0;0
Dato 6896;0;0;0;0
Dato 6897;0;0;0;0
Dato 6898;0;0;0;0
Dato 6899;0;0;0;0
Dato 6900;0;0;0;0
Dato 6901;0;0;0;0
Dato 6902;0;0;0;0
Dato 6903;0;0;0;0
Dato 6904;0;0;0;0
Dato 6905;0;0;0;0
Dato 6906;0;0;0;0
Dato 6907;0;0;0;0
Dato 6908;0;0;0;0
Dato 6909;0;0;0;0
Dato 6910;0;0;0;0
Dato 6911;0;0;0;0
Dato 6912;0;0;0;0
Dato 6913;0;0;0;0
Dato 6914;0;0;0;0
Dato 6915;0;0;0;0
Dato 6916;0;0;0;0
Dato 6917;0;0;0;0
Dato 6918;0;0;0;0
Dato 6919;0;0;0;0
Dato 6920;0;0;0;0
Dato 6921;0;0;0;0
Dato 6922;0;0;0;0
Dato 6923;0;0;0;0
Dato 6924;0;0;0;0
Dato 6925;0;0;0;0
Dato 6926;0;0;0;0
Dato 6927;0;0;0;0
Dato 6928;0;0;0;0
Dato 6929;0;0;0;0
Dato 6930;0;0;0;0
Dato 6931;0;0;0;0
Dato 6932;0;0;0;0
Dato 6933;0;0;0;0
Dato 6934;0;0;0;0
Dato 6935;0;0;0;0
Dato 6936;0;0;0;0
Dato 6937;0;0;0;0
Dato 6938;0;0;0;0
Dato 6939;0;0;0;0
Dato 6940;0;0;0;0
Dato 6941;0;0;0;0
Dato 6942;0;0;0;0
Dato 6943;0;0;0;0
Dato 6944;0;0;0;0
Dato 6945;0;0;0;0
Dato 6946;0;0;0;0
Dato 6947;0;0;0;0
Dato 6948;0;0;0;0
Dato 6949;0;0;0;0
Dato 6950;0;0;0;0
Dato 6951;0;0;0;0
Dato 6952;0;0;0;0
Dato 6953;0;0;0;0
Dato 6954;0;0;0;0
Dato 6955;0;0;0;0
Dato 6956;0;0;0;0
Dato 6957;0;0;0;0
Dato 6958;0;0;0;0
Dato 6959;0;0;0;0
Dato 6960;0;0;0;0
Dato 6961;0;0;0;0
Dato 6962;0;0;0;0
Dato 6963;0;0;0;0
Dato 6964;0;0;0;0
Dato 6965;0;0;0;0
Dato 6966;0;0;0;0
Dato 6967;0;0;0;0
Dato 6968;0;0;0;0
Dato 6969;0;0;0;0
Dato 6970;0;0;0;0
Dato 6971;0;0;0;0
Dato 6972;0;0;0;0
Dato 6973;0;0;0;0
Dato 6974;0;0;0;0
Dato 6975;0;0;0;0
Dato 6976;0;0;0;0
Dato 6977;0;0;0;0
Dato 6978;0;0;0;0
Dato 6979;0;0;0;0
Dato 6980;0;0;0;0
Dato 6981;0;0;0;0
Dato 6982;0;0;0;0
Dato 6983;0;0;0;0
Dato 6984;0;0;0;0
Dato 6985;0;0;0;0
Dato 6986;0;0;0;0
Dato 6987;0;0;0;0
Dato 6988;0;0;0;0
Dato 6989;0;0;0;0
Dato 6990;0;0;0;0
Dato 6991;0;0;0;0
Dato 6992;0;0;0;0
Dato 6993;0;0;0;0
Dato 6994;0;0;0;0
Dato 6995;0;0;0;0
Dato 6996;0;0;0;0
Dato 6997;0;0;0;0
Dato 6998;0;0;0;0
Dato 6999;0;0;0;0
Dato 7000;0;0;0;0
Dato 7001;0;0;0;0
Dato 7002;0;0;0;0
Dato 7003;0;0;0;0
Dato 7004;0;0;0;0
Dato 7005;0;0;0;0
Dato 7006;0;0;0;0
Dato 7007;0;0;0;0
Dato 7008;0;0;0;0
Dato 7009;0;0;0;0
Dato 7010;205;83;119;2
Dato 7011;208;83;124;2
Dato 7012;213;76;144;1
Dato 7013;221;68;169;1
Dato 7014;242;50;231;1
Dato 7015;247;45;246;1
Dato 7016;248;45;246;1
Dato 7017;248;45;246;1
Dato 7018;246;48;240;1
Dato 7019;245;49;236;1
Dato 7020;237;55;213;1
Dato 7021;235;55;210;1
Dato 7022;242;49;233;1
Dato 7023;247;47;244;1
Dato 7024;243;46;238;1
Dato 7025;221;42;216;1
Dato 7026;199;37;198;1
Dato 7027;0;0;0;0
Dato 7028;0;0;0;0
Dato 7029;0;0;0;0
Dato 7030;0;0;0;0
Dato 7031;0;0;0;0
Dato 7032;0;0;0;0
Dato 7033;0;0;0;0
Dato 7034;200;43;189;1
Dato 7035;226;58;198;1
Dato 7036;233;69;189;1
Dato 7037;236;65;198;1
Dato 7038;239;58;215;1
Dato 7039;238;58;213;1
Dato 7040;230;53;210;1
Dato 7041;216;43;209;1
Dato 7042;0;0;0;0
Dato 7043;0;0;0;0
Dato 7044;200;37;198;1
Dato 7045;238;56;217;1
Dato 7046;225;94;138;2
Dato 7047;218;110;104;2
Dato 7048;216;113;100;2
Dato 7049;212;117;96;2
Dato 7050;204;127;88;2
Dato 7051;203;128;87;3
Dato 7052;209;120;94;2
Dato 7053;217;112;100;2
Dato 7054;218;111;101;2
Dato 7055;220;106;113;2
Dato 7056;227;90;148;2
Dato 7057;224;97;133;2
Dato 7058;221;104;117;2
Dato 7059;220;106;113;2
Dato 7060;221;104;117;2
Dato 7061;224;98;130;2
Dato 7062;228;89;151;2
Dato 7063;235;73;185;1
Dato 7064;242;58;218;1
Dato 7065;245;51;234;1
Dato 7066;237;70;192;1
Dato 7067;221;105;115;2
Dato 7068;218;111;101;2
Dato 7069;217;112;101;2
Dato 7070;213;117;97;2
Dato 7071;210;120;94;2
Dato 7072;212;117;96;2
Dato 7073;216;113;100;2
Dato 7074;217;111;100;2
Dato 7075;214;110;95;2
Dato 7076;209;97;104;2
Dato 7077;233;59;202;1
Dato 7078;239;46;234;1
Dato 7079;217;44;208;1
Dato 7080;167;37;155;1
Dato 7081;0;0;0;0
Dato 7082;0;0;0;0
Dato 7083;0;0;0;0
Dato 7084;0;0;0;0
Dato 7085;0;0;0;0
Dato 7086;0;0;0;0
Dato 7087;0;0;0;0
Dato 7088;0;0;0;0
Dato 7089;0;0;0;0
Dato 7090;0;0;0;0
Dato 7091;0;0;0;0
Dato 7092;0;0;0;0
Dato 7093;0;0;0;0
Dato 7094;0;0;0;0
Dato 7095;0;0;0;0
Dato 7096;0;0;0;0
Dato 7097;0;0;0;0
Dato 7098;0;0;0;0
Dato 7099;0;0;0;0
Dato 7100;0;0;0;0
Dato 7101;0;0;0;0
Dato 7102;0;0;0;0
Dato 7103;0;0;0;0
Dato 7104;0;0;0;0
Dato 7105;0;0;0;0
Dato 7106;0;0;0;0
Dato 7107;0;0;0;0
Dato 7108;0;0;0;0
Dato 7109;0;0;0;0
Dato 7110;0;0;0;0
Dato 7111;0;0;0;0
Dato 7112;0;0;0;0
Dato 7113;0;0;0;0
Dato 7114;0;0;0;0
Dato 7115;0;0;0;0
Dato 7116;0;0;0;0
Dato 7117;0;0;0;0
Dato 7118;0;0;0;0
Dato 7119;0;0;0;0
Dato 7120;0;0;0;0
Dato 7121;0;0;0;0
Dato 7122;0;0;0;0
Dato 7123;0;0;0;0
Dato 7124;0;0;0;0
Dato 7125;0;0;0;0
Dato 7126;0;0;0;0
Dato 7127;0;0;0;0
Dato 7128;0;0;0;0
Dato 7129;0;0;0;0
Dato 7130;0;0;0;0
Dato 7131;0;0;0;0
Dato 7132;0;0;0;0
Dato 7133;0;0;0;0
Dato 7134;0;0;0;0
Dato 7135;0;0;0;0
Dato 7136;0;0;0;0
Dato 7137;0;0;0;0
Dato 7138;0;0;0;0
Dato 7139;0;0;0;0
Dato 7140;0;0;0;0
Dato 7141;0;0;0;0
Dato 7142;0;0;0;0
Dato 7143;0;0;0;0
Dato 7144;0;0;0;0
Dato 7145;0;0;0;0
Dato 7146;0;0;0;0
Dato 7147;0;0;0;0
Dato 7148;0;0;0;0
Dato 7149;0;0;0;0
Dato 7150;0;0;0;0
Dato 7151;0;0;0;0
Dato 7152;0;0;0;0
Dato 7153;0;0;0;0
Dato 7154;0;0;0;0
Dato 7155;0;0;0;0
Dato 7156;0;0;0;0
Dato 7157;0;0;0;0
Dato 7158;0;0;0;0
Dato 7159;0;0;0;0
Dato 7160;0;0;0;0
Dato 7161;0;0;0;0
Dato 7162;0;0;0;0
Dato 7163;0;0;0;0
Dato 7164;0;0;0;0
Dato 7165;0;0;0;0
Dato 7166;0;0;0;0
Dato 7167;0;0;0;0
Dato 7168;0;0;0;0
Dato 7169;0;0;0;0
Dato 7170;0;0;0;0
Dato 7171;0;0;0;0
Dato 7172;0;0;0;0
Dato 7173;0;0;0;0
Dato 7174;0;0;0;0
Dato 7175;0;0;0;0
Dato 7176;0;0;0;0
Dato 7177;0;0;0;0
Dato 7178;0;0;0;0
Dato 7179;0;0;0;0
Dato 7180;0;0;0;0
Dato 7181;0;0;0;0
Dato 7182;0;0;0;0
Dato 7183;0;0;0;0
Dato 7184;0;0;0;0
Dato 7185;0;0;0;0
Dato 7186;0;0;0;0
Dato 7187;0;0;0;0
Dato 7188;0;0;0;0
Dato 7189;0;0;0;0
Dato 7190;0;0;0;0
Dato 7191;0;0;0;0
Dato 7192;0;0;0;0
Dato 7193;0;0;0;0
Dato 7194;0;0;0;0
Dato 7195;0;0;0;0
Dato 7196;0;0;0;0
Dato 7197;0;0;0;0
Dato 7198;0;0;0;0
Dato 7199;0;0;0;0
Dato 7200;0;0;0;0
Dato 7201;0;0;0;0
Dato 7202;0;0;0;0
Dato 7203;0;0;0;0
Dato 7204;0;0;0;0
Dato 7205;0;0;0;0
Dato 7206;0;0;0;0
Dato 7207;0;0;0;0
Dato 7208;0;0;0;0
Dato 7209;0;0;0;0
Dato 7210;0;0;0;0
Dato 7211;0;0;0;0
Dato 7212;0;0;0;0
Dato 7213;0;0;0;0
Dato 7214;0;0;0;0
Dato 7215;0;0;0;0
Dato 7216;0;0;0;0
Dato 7217;0;0;0;0
Dato 7218;0;0;0;0
Dato 7219;0;0;0;0
Dato 7220;0;0;0;0
Dato 7221;0;0;0;0
Dato 7222;224;42;220;1
Dato 7223;241;47;235;1
Dato 7224;232;57;204;1
Dato 7225;217;72;158;1
Dato 7226;213;77;143;1
Dato 7227;214;80;139;1
Dato 7228;227;77;166;1
Dato 7229;236;66;197;1
Dato 7230;240;60;212;1
Dato 7231;247;48;242;1
Dato 7232;248;45;247;1
Dato 7233;248;45;248;1
Dato 7234;246;48;240;1
Dato 7235;239;55;214;1
Dato 7236;245;50;234;1
Dato 7237;245;51;232;1
Dato 7238;244;53;229;1
Dato 7239;244;56;225;1
Dato 7240;241;60;214;1
Dato 7241;238;66;200;1
Dato 7242;240;65;204;1
Dato 7243;243;52;229;1
Dato 7244;231;43;228;1
Dato 7245;201;37;200;1
Dato 7246;0;0;0;0
Dato 7247;0;0;0;0
Dato 7248;0;0;0;0
Dato 7249;0;0;0;0
Dato 7250;202;44;189;1
Dato 7251;229;61;197;1
Dato 7252;230;77;172;2
Dato 7253;232;80;171;2
Dato 7254;234;78;176;2
Dato 7255;237;71;192;1
Dato 7256;240;63;208;1
Dato 7257;239;58;214;1
Dato 7258;225;49;211;1
Dato 7259;213;43;205;1
Dato 7260;208;41;202;1
Dato 7261;225;44;219;1
Dato 7262;237;66;199;1
Dato 7263;222;103;119;2
Dato 7264;217;112;101;2
Dato 7265;215;115;99;2
Dato 7266;207;123;92;2
Dato 7267;201;131;86;3
Dato 7268;200;131;85;3
Dato 7269;209;121;93;2
Dato 7270;217;112;101;2
Dato 7271;218;111;101;2
Dato 7272;222;102;121;2
Dato 7273;233;78;175;1
Dato 7274;230;85;159;2
Dato 7275;225;96;134;2
Dato 7276;222;102;123;2
Dato 7277;223;101;124;2
Dato 7278;225;96;135;2
Dato 7279;226;93;140;2
Dato 7280;230;84;161;2
Dato 7281;240;64;206;1
Dato 7282;244;55;226;1
Dato 7283;232;81;168;2
Dato 7284;219;108;108;2
Dato 7285;218;111;101;2
Dato 7286;216;113;100;2
Dato 7287;202;129;87;3
Dato 7288;194;138;80;3
Dato 7289;196;136;82;3
Dato 7290;208;123;92;2
Dato 7291;217;112;100;2
Dato 7292;218;111;101;2
Dato 7293;219;107;108;2
Dato 7294;231;80;168;1
Dato 7295;234;68;190;1
Dato 7296;223;73;165;1
Dato 7297;223;62;183;1
Dato 7298;222;47;209;1
Dato 7299;197;41;187;1
Dato 7300;0;0;0;0
Dato 7301;0;0;0;0
Dato 7302;0;0;0;0
Dato 7303;0;0;0;0
Dato 7304;0;0;0;0
Dato 7305;0;0;0;0
Dato 7306;0;0;0;0
Dato 7307;0;0;0;0
Dato 7308;0;0;0;0
Dato 7309;0;0;0;0
Dato 7310;0;0;0;0
Dato 7311;0;0;0;0
Dato 7312;0;0;0;0
Dato 7313;0;0;0;0
Dato 7314;0;0;0;0
Dato 7315;0;0;0;0
Dato 7316;0;0;0;0
Dato 7317;0;0;0;0
Dato 7318;0;0;0;0
Dato 7319;0;0;0;0
Dato 7320;0;0;0;0
Dato 7321;0;0;0;0
Dato 7322;0;0;0;0
Dato 7323;0;0;0;0
Dato 7324;0;0;0;0
Dato 7325;0;0;0;0
Dato 7326;0;0;0;0
Dato 7327;0;0;0;0
Dato 7328;0;0;0;0
Dato 7329;0;0;0;0
Dato 7330;0;0;0;0
Dato 7331;0;0;0;0
Dato 7332;0;0;0;0
Dato 7333;0;0;0;0
Dato 7334;0;0;0;0
Dato 7335;0;0;0;0
Dato 7336;0;0;0;0
Dato 7337;0;0;0;0
Dato 7338;0;0;0;0
Dato 7339;0;0;0;0
Dato 7340;0;0;0;0
Dato 7341;0;0;0;0
Dato 7342;0;0;0;0
Dato 7343;0;0;0;0
Dato 7344;0;0;0;0
Dato 7345;0;0;0;0
Dato 7346;0;0;0;0
Dato 7347;0;0;0;0
Dato 7348;0;0;0;0
Dato 7349;0;0;0;0
Dato 7350;0;0;0;0
Dato 7351;0;0;0;0
Dato 7352;0;0;0;0
Dato 7353;0;0;0;0
Dato 7354;0;0;0;0
Dato 7355;0;0;0;0
Dato 7356;0;0;0;0
Dato 7357;0;0;0;0
Dato 7358;0;0;0;0
Dato 7359;0;0;0;0
Dato 7360;0;0;0;0
Dato 7361;0;0;0;0
Dato 7362;0;0;0;0
Dato 7363;0;0;0;0
Dato 7364;0;0;0;0
Dato 7365;0;0;0;0
Dato 7366;0;0;0;0
Dato 7367;0;0;0;0
Dato 7368;0;0;0;0
Dato 7369;0;0;0;0
Dato 7370;0;0;0;0
Dato 7371;0;0;0;0
Dato 7372;0;0;0;0
Dato 7373;0;0;0;0
Dato 7374;0;0;0;0
Dato 7375;0;0;0;0
Dato 7376;0;0;0;0
Dato 7377;0;0;0;0
Dato 7378;0;0;0;0
Dato 7379;0;0;0;0
Dato 7380;0;0;0;0
Dato 7381;0;0;0;0
Dato 7382;0;0;0;0
Dato 7383;0;0;0;0
Dato 7384;0;0;0;0
Dato 7385;0;0;0;0
